"county","fips","st","pct_report","total_votes","lead","state_name","Donald_Trump","Hillary_Clinton"
"Grainger","47057","TN","1.0","7985","Donald Trump","Tennessee","6618","1154"
"Cooper","29053","MO","1.0","7976","Donald Trump","Missouri","5623","1932"
"Floyd","51063","VA","1.0","7972","Donald Trump","Virginia","5289","2300"
"Tyler","48457","TX","1.0","7969","Donald Trump","Texas","6601","1243"
"Jay","18075","IN","1.0","7962","Donald Trump","Indiana","5697","1889"
"Richland","55103","WI","1.0","7962","Donald Trump","Wisconsin","4021","3577"
"McIntosh","40091","OK","1.0","7958","Donald Trump","Oklahoma","5501","2122"
"Appomattox","51011","VA","1.0","7954","Donald Trump","Virginia","5714","2023"
"Gem","16045","ID","1.0","7952","Donald Trump","Idaho","5980","1229"
"Davison","46035","SD","1.0","7952","Donald Trump","South Dakota","5157","2355"
"Rabun","13241","GA","1.0","7949","Donald Trump","Georgia","6287","1443"
"Mitchell","37121","NC","1.0","7948","Donald Trump","North Carolina","6225","1585"
"Ashland","55003","WI","1.0","7926","Hillary Clinton","Wisconsin","3428","4136"
"Conway","5029","AR","1.0","7921","Donald Trump","Arkansas","4844","2655"
"Labette","20099","KS","1.0","7919","Donald Trump","Kansas","5232","2234"
"Elbert","13105","GA","1.0","7912","Donald Trump","Georgia","5269","2507"
"Logan","5083","AR","1.0","7909","Donald Trump","Arkansas","5737","1712"
"Brown","18013","IN","1.0","7908","Donald Trump","Indiana","5015","2518"
"Union","46127","SD","1.0","7895","Donald Trump","South Dakota","5288","2227"
"Chickasaw","28017","MS","1.0","7890","Donald Trump","Mississippi","4127","3649"
"Mitchell","13205","GA","1.0","7857","Donald Trump","Georgia","4272","3492"
"Emanuel","13107","GA","1.0","7838","Donald Trump","Georgia","5330","2433"
"Clark","17023","IL","1.0","7819","Donald Trump","Illinois","5620","1873"
"Hancock","17067","IL","1.0","7818","Donald Trump","Illinois","5713","1744"
"Carbon","49007","UT","1.0","7818","Donald Trump","Utah","5182","1696"
"Marquette","55077","WI","1.0","7813","Donald Trump","Wisconsin","4712","2808"
"Wyoming","54109","WV","1.0","7809","Donald Trump","West Virginia","6527","1061"
"Jackson","40065","OK","1.0","7806","Donald Trump","Oklahoma","5969","1473"
"Bosque","48035","TX","1.0","7797","Donald Trump","Texas","6325","1277"
"Edgar","17045","IL","1.0","7783","Donald Trump","Illinois","5634","1778"
"Harrison","21097","KY","1.0","7780","Donald Trump","Kentucky","5435","2031"
"Potter","42105","PA","1.0","7777","Donald Trump","Pennsylvania","6247","1300"
"Roseau","27135","MN","1.0","7767","Donald Trump","Minnesota","5451","1856"
"Sawyer","55113","WI","1.0","7767","Donald Trump","Wisconsin","4625","2846"
"Hickman","47081","TN","1.0","7762","Donald Trump","Tennessee","5685","1823"
"Seward","31159","NE","1.0","7754","Donald Trump","Nebraska","5451","1881"
"Sibley","27143","MN","1.0","7727","Donald Trump","Minnesota","5193","1954"
"Clarke","28023","MS","1.0","7713","Donald Trump","Mississippi","5088","2556"
"Warren","17187","IL","1.0","7700","Donald Trump","Illinois","4267","2983"
"Crawford","55023","WI","1.0","7678","Donald Trump","Wisconsin","3844","3426"
"Falls Church city","51610","VA","1.0","7667","Hillary Clinton","Virginia","1323","5810"
"Young","48503","TX","1.0","7658","Donald Trump","Texas","6587","873"
"Limestone","48293","TX","1.0","7648","Donald Trump","Texas","5747","1748"
"Brunswick","51025","VA","1.0","7645","Hillary Clinton","Virginia","3045","4473"
"Jefferson","12065","FL","1.0","7641","Donald Trump","Florida","3930","3537"
"Morgan","54065","WV","1.0","7635","Donald Trump","West Virginia","5718","1568"
"Richland","17159","IL","1.0","7630","Donald Trump","Illinois","5736","1579"
"Garrard","21079","KY","1.0","7619","Donald Trump","Kentucky","5904","1453"
"Mills","19129","IA","1.0","7608","Donald Trump","Iowa","5050","2080"
"Freestone","48161","TX","1.0","7608","Donald Trump","Texas","5995","1461"
"Lafayette","55065","WI","1.0","7602","Donald Trump","Wisconsin","3977","3288"
"Hamilton","19079","IA","1.0","7589","Donald Trump","Iowa","4450","2715"
"Macon","29121","MO","1.0","7579","Donald Trump","Missouri","5794","1518"
"Hardee","12049","FL","1.0","7577","Donald Trump","Florida","5238","2147"
"Lamar","13171","GA","1.0","7575","Donald Trump","Georgia","5183","2267"
"Woodward","40153","OK","1.0","7573","Donald Trump","Oklahoma","6329","871"
"Redwood","27127","MN","1.0","7566","Donald Trump","Minnesota","5137","1887"
"Renville","27129","MN","1.0","7563","Donald Trump","Minnesota","4890","2117"
"Price","55099","WI","1.0","7560","Donald Trump","Wisconsin","4562","2671"
"Smith","28129","MS","1.0","7556","Donald Trump","Mississippi","5877","1598"
"Calhoun","45017","SC","1.0","7553","Donald Trump","South Carolina","3785","3569"
"Williamsburg city","51830","VA","1.0","7534","Hillary Clinton","Virginia","1921","5199"
"Simpson","21213","KY","1.0","7529","Donald Trump","Kentucky","5077","2144"
"Beckham","40009","OK","1.0","7529","Donald Trump","Oklahoma","6287","958"
"Tipton","18159","IN","1.0","7510","Donald Trump","Indiana","5589","1587"
"Crisp","13081","GA","1.0","7500","Donald Trump","Georgia","4539","2835"
"Macon","47111","TN","1.0","7490","Donald Trump","Tennessee","6260","1071"
"Fountain","18045","IN","1.0","7474","Donald Trump","Indiana","5661","1476"
"De Witt","17039","IL","1.0","7469","Donald Trump","Illinois","5072","1907"
"Jackson Parish","22049","LA","1.0","7464","Donald Trump","Louisiana","5169","2139"
"Bond","17005","IL","1.0","7462","Donald Trump","Illinois","4884","2066"
"Richland","38077","ND","1.0","7460","Donald Trump","North Dakota","4759","2064"
"Pike","17149","IL","1.0","7458","Donald Trump","Illinois","5749","1412"
"Butler","19023","IA","1.0","7457","Donald Trump","Iowa","4918","2163"
"Arenac","26011","MI","1.0","7457","Donald Trump","Michigan","4704","2238"
"Gasconade","29073","MO","1.0","7444","Donald Trump","Missouri","5670","1519"
"Dallas","29059","MO","1.0","7440","Donald Trump","Missouri","5895","1271"
"St. Francis","5123","AR","1.0","7430","Hillary Clinton","Arkansas","3195","4031"
"Ford","20057","KS","1.0","7425","Donald Trump","Kansas","4994","2032"
"Smith","47159","TN","1.0","7410","Donald Trump","Tennessee","5485","1688"
"Leon","48289","TX","1.0","7407","Donald Trump","Texas","6391","909"
"Harrison","19085","IA","1.0","7378","Donald Trump","Iowa","4892","2123"
"Washington","17189","IL","1.0","7376","Donald Trump","Illinois","5566","1446"
"Pike","29163","MO","1.0","7375","Donald Trump","Missouri","5274","1806"
"Gray","48179","TX","1.0","7360","Donald Trump","Texas","6495","699"
"Faribault","27043","MN","1.0","7355","Donald Trump","Minnesota","4659","2153"
"Carroll","17015","IL","1.0","7354","Donald Trump","Illinois","4428","2437"
"New Madrid","29143","MO","1.0","7352","Donald Trump","Missouri","5270","1933"
"O'Brien","19141","IA","1.0","7348","Donald Trump","Iowa","5735","1314"
"Gogebic","26053","MI","1.0","7313","Donald Trump","Michigan","4019","2925"
"Fentress","47049","TN","1.0","7311","Donald Trump","Tennessee","6032","1100"
"Alleghany","51005","VA","1.0","7306","Donald Trump","Virginia","4873","2165"
"Missaukee","26113","MI","1.0","7301","Donald Trump","Michigan","5386","1565"
"Pierce","13229","GA","1.0","7297","Donald Trump","Georgia","6301","903"
"Luna","35029","NM","1.0","7295","Donald Trump","New Mexico","3478","3195"
"Archuleta","8007","CO","1.0","7290","Donald Trump","Colorado","4234","2489"
"White","17193","IL","1.0","7289","Donald Trump","Illinois","5639","1412"
"Buckingham","51029","VA","1.0","7284","Donald Trump","Virginia","3969","3128"
"Hockley","48219","TX","1.0","7282","Donald Trump","Texas","5793","1257"
"Gulf","12045","FL","1.0","7279","Donald Trump","Florida","5320","1715"
"Otoe","31131","NE","1.0","7279","Donald Trump","Nebraska","4833","2017"
"Choctaw","1023","AL","1.0","7268","Donald Trump","Alabama","4102","3109"
"Hart","21099","KY","1.0","7263","Donald Trump","Kentucky","5320","1730"
"Dakota","31043","NE","1.0","7259","Donald Trump","Nebraska","4028","2904"
"Grayson","51077","VA","1.0","7258","Donald Trump","Virginia","5593","1407"
"Sharp","5135","AR","1.0","7246","Donald Trump","Arkansas","5405","1472"
"Attala","28007","MS","1.0","7242","Donald Trump","Mississippi","4288","2847"
"Mason","21161","KY","1.0","7216","Donald Trump","Kentucky","4944","1970"
"Presque Isle","26141","MI","1.0","7215","Donald Trump","Michigan","4486","2400"
"Rush","18139","IN","1.0","7214","Donald Trump","Indiana","5292","1525"
"Dixie","12029","FL","1.0","7202","Donald Trump","Florida","5822","1270"
"Unicoi","47171","TN","1.0","7166","Donald Trump","Tennessee","5666","1260"
"Henry","21103","KY","1.0","7145","Donald Trump","Kentucky","4944","1828"
"Humphreys","47085","TN","1.0","7139","Donald Trump","Tennessee","4928","1967"
"Geary","20061","KS","0.975","7129","Donald Trump","Kansas","4116","2569"
"Scott","47151","TN","1.0","7123","Donald Trump","Tennessee","6044","934"
"Van Buren","5141","AR","1.0","7116","Donald Trump","Arkansas","5382","1547"
"Poquoson city","51735","VA","1.0","7114","Donald Trump","Virginia","5089","1599"
"Chowan","37041","NC","1.0","7108","Donald Trump","North Carolina","3983","2965"
"Osage","29151","MO","1.0","7078","Donald Trump","Missouri","5845","998"
"Cass","19029","IA","1.0","7055","Donald Trump","Iowa","4755","1946"
"Holmes","28051","MS","1.0","7045","Hillary Clinton","Mississippi","1151","5820"
"Amelia","51007","VA","1.0","7035","Donald Trump","Virginia","4704","2150"
"Amite","28005","MS","1.0","7033","Donald Trump","Mississippi","4282","2688"
"Hempstead","5057","AR","1.0","7031","Donald Trump","Arkansas","4391","2371"
"Rusk","55107","WI","1.0","7029","Donald Trump","Wisconsin","4564","2171"
"Robertson","48395","TX","1.0","7010","Donald Trump","Texas","4665","2203"
"Bienville Parish","22013","LA","1.0","7005","Donald Trump","Louisiana","3756","3129"
"Appling","13001","GA","1.0","7003","Donald Trump","Georgia","5492","1434"
"Dodge","13091","GA","1.0","6995","Donald Trump","Georgia","5021","1836"
"Lincoln","54043","WV","1.0","6988","Donald Trump","West Virginia","5257","1435"
"Page","19145","IA","1.0","6968","Donald Trump","Iowa","4875","1801"
"Bristol city","51520","VA","1.0","6966","Donald Trump","Virginia","4884","1832"
"Calhoun","48057","TX","1.0","6957","Donald Trump","Texas","4638","2118"
"Harrison","39067","OH","1.0","6956","Donald Trump","Ohio","5021","1663"
"Banks","13011","GA","1.0","6946","Donald Trump","Georgia","6130","684"
"Burleson","48051","TX","1.0","6945","Donald Trump","Texas","5316","1491"
"DeKalb","47041","TN","1.0","6940","Donald Trump","Tennessee","5164","1566"
"Eastland","48133","TX","1.0","6935","Donald Trump","Texas","6008","776"
"Jefferson","13163","GA","1.0","6934","Hillary Clinton","Georgia","3057","3809"
"Madison","51113","VA","1.0","6934","Donald Trump","Virginia","4418","2202"
"Phillips","5107","AR","1.0","6932","Hillary Clinton","Arkansas","2443","4292"
"Duchesne","49013","UT","1.0","6932","Donald Trump","Utah","5505","500"
"Lamar","1075","AL","1.0","6931","Donald Trump","Alabama","5819","1035"
"Buffalo","55011","WI","1.0","6921","Donald Trump","Wisconsin","4049","2531"
"Vermillion","18165","IN","1.0","6913","Donald Trump","Indiana","4511","2081"
"Grant","5053","AR","1.0","6908","Donald Trump","Arkansas","5160","1407"
"Alamosa","8003","CO","1.0","6897","Hillary Clinton","Colorado","3031","3168"
"Osage","20139","KS","1.0","6894","Donald Trump","Kansas","4713","1730"
"Wadena","27159","MN","1.0","6894","Donald Trump","Minnesota","4837","1684"
"Lewis","54041","WV","1.0","6885","Donald Trump","West Virginia","5245","1336"
"Tattnall","13267","GA","1.0","6879","Donald Trump","Georgia","5092","1678"
"Minidoka","16067","ID","1.0","6870","Donald Trump","Idaho","4887","1167"
"Cross","5037","AR","1.0","6863","Donald Trump","Arkansas","4577","1995"
"Crawford","19047","IA","1.0","6862","Donald Trump","Iowa","4608","1985"
"Allamakee","19005","IA","1.0","6837","Donald Trump","Iowa","4072","2409"
"Crawford","26039","MI","1.0","6833","Donald Trump","Michigan","4354","2110"
"Madison","5087","AR","1.0","6829","Donald Trump","Arkansas","4917","1587"
"Haywood","47075","TN","1.0","6824","Hillary Clinton","Tennessee","3010","3704"
"DeWitt","48123","TX","1.0","6822","Donald Trump","Texas","5510","1161"
"Moniteau","29135","MO","1.0","6808","Donald Trump","Missouri","5344","1237"
"Socorro","35053","NM","1.0","6792","Hillary Clinton","New Mexico","2592","3275"
"Pend Oreille","53051","WA","1.0","6788","Donald Trump","Washington","4364","1932"
"Lake","46079","SD","1.0","6786","Donald Trump","South Dakota","4038","2314"
"Marion","5089","AR","1.0","6778","Donald Trump","Arkansas","5077","1377"
"Dent","29065","MO","1.0","6778","Donald Trump","Missouri","5599","978"
"Pamlico","37137","NC","1.0","6772","Donald Trump","North Carolina","4225","2427"
"Beadle","46005","SD","1.0","6772","Donald Trump","South Dakota","4455","1912"
"Grundy","19075","IA","1.0","6766","Donald Trump","Iowa","4516","1847"
"Clay","21051","KY","1.0","6765","Donald Trump","Kentucky","5861","752"
"Franklin","5047","AR","1.0","6764","Donald Trump","Arkansas","5034","1376"
"Trigg","21221","KY","1.0","6745","Donald Trump","Kentucky","4928","1587"
"Fulton","42057","PA","1.0","6743","Donald Trump","Pennsylvania","5676","904"
"Towns","13281","GA","1.0","6726","Donald Trump","Georgia","5377","1206"
"Nottoway","51135","VA","1.0","6717","Donald Trump","Virginia","3712","2829"
"Las Animas","8071","CO","1.0","6693","Donald Trump","Colorado","3656","2614"
"Rockcastle","21203","KY","1.0","6688","Donald Trump","Kentucky","5609","915"
"Monroe","39111","OH","1.0","6686","Donald Trump","Ohio","4781","1647"
"Lowndes","1085","AL","1.0","6676","Hillary Clinton","Alabama","1751","4882"
"Pennington","27113","MN","1.0","6671","Donald Trump","Minnesota","4000","2146"
"Douglas","29067","MO","1.0","6664","Donald Trump","Missouri","5486","984"
"Morgan","47129","TN","1.0","6664","Donald Trump","Tennessee","5429","1053"
"Oglethorpe","13221","GA","1.0","6650","Donald Trump","Georgia","4622","1829"
"Massac","17127","IL","1.0","6633","Donald Trump","Illinois","4844","1555"
"Lancaster","51103","VA","1.0","6599","Donald Trump","Virginia","3520","2862"
"Perquimans","37143","NC","1.0","6595","Donald Trump","North Carolina","4143","2291"
"Colusa","6011","CA","1.0","6594","Donald Trump","California","3551","2659"
"Drew","5043","AR","1.0","6590","Donald Trump","Arkansas","3967","2364"
"Parke","18121","IN","1.0","6576","Donald Trump","Indiana","4863","1441"
"Clay","1027","AL","1.0","6572","Donald Trump","Alabama","5230","1234"
"La Salle Parish","22059","LA","1.0","6568","Donald Trump","Louisiana","5835","605"
"Berrien","13019","GA","1.0","6563","Donald Trump","Georgia","5408","1041"
"Jefferson","30043","MT","1.0","6559","Donald Trump","Montana","4099","1975"
"Johnson","47091","TN","1.0","6556","Donald Trump","Tennessee","5400","988"
"Converse","56009","WY","1.0","6552","Donald Trump","Wyoming","5520","668"
"Conecuh","1035","AL","1.0","6543","Donald Trump","Alabama","3413","3069"
"Cleburne","1029","AL","1.0","6532","Donald Trump","Alabama","5738","684"
"Lee","48287","TX","1.0","6522","Donald Trump","Texas","4996","1372"
"Polk","47139","TN","1.0","6520","Donald Trump","Tennessee","5097","1252"
"Moffat","8081","CO","1.0","6510","Donald Trump","Colorado","5293","874"
"Taylor","54091","WV","1.0","6498","Donald Trump","West Virginia","4701","1483"
"Lake","27075","MN","1.0","6472","Hillary Clinton","Minnesota","2932","3077"
"Adair","40001","OK","1.0","6468","Donald Trump","Oklahoma","4753","1374"
"Casey","21045","KY","1.0","6439","Donald Trump","Kentucky","5482","767"
"Mason","17125","IL","1.0","6433","Donald Trump","Illinois","4051","2008"
"Humboldt","32013","NV","1.0","6433","Donald Trump","Nevada","4521","1386"
"Yell","5149","AR","1.0","6423","Donald Trump","Arkansas","4600","1472"
"Menard","17129","IL","1.0","6423","Donald Trump","Illinois","4230","1808"
"Claiborne Parish","22027","LA","1.0","6421","Donald Trump","Louisiana","3585","2717"
"Livingston","29117","MO","1.0","6408","Donald Trump","Missouri","4879","1265"
"Dickenson","51051","VA","1.0","6405","Donald Trump","Virginia","4932","1335"
"Nantucket","25019","MA","1.0","6404","Hillary Clinton","Massachusetts","1892","4144"
"Atchison","20005","KS","1.0","6393","Donald Trump","Kansas","3977","1946"
"Sumter","1119","AL","1.0","6391","Hillary Clinton","Alabama","1581","4739"
"Randolph","5121","AR","1.0","6378","Donald Trump","Arkansas","4508","1425"
"Winn Parish","22127","LA","1.0","6368","Donald Trump","Louisiana","4605","1643"
"Stone","28131","MS","1.0","6368","Donald Trump","Mississippi","4810","1400"
"Hill","30041","MT","1.0","6368","Donald Trump","Montana","3446","2350"
"Chickasaw","19037","IA","1.0","6367","Donald Trump","Iowa","3739","2264"
"Larue","21123","KY","1.0","6367","Donald Trump","Kentucky","4799","1278"
"Pawnee","40117","OK","1.0","6346","Donald Trump","Oklahoma","4716","1341"
"Calhoun","28013","MS","1.0","6339","Donald Trump","Mississippi","4360","1884"
"Lyon","19119","IA","1.0","6336","Donald Trump","Iowa","5188","917"
"Lawrence","28077","MS","1.0","6329","Donald Trump","Mississippi","4072","2181"
"Benton","47005","TN","1.0","6322","Donald Trump","Tennessee","4715","1474"
"Koochiching","27071","MN","1.0","6313","Donald Trump","Minnesota","3569","2306"
"Gonzales","48177","TX","1.0","6304","Donald Trump","Texas","4580","1567"
"Pope","27121","MN","1.0","6294","Donald Trump","Minnesota","3793","2106"
